id,user_id,artist_id,event_type,event_target,created_at
375,48,15,scroll_page,NULL,1.65176E+12
376,40,32,hover_artist_name,NULL,1.65225E+12
377,50,35,share_track,74,1.65255E+12
378,10,18,pause_track,NULL,1.65328E+12
379,46,20,scroll_page,NULL,1.65298E+12
380,39,2,scroll_page,NULL,1.65284E+12
381,37,39,play_track,48,1.653E+12
382,35,39,share_artist,NULL,1.65368E+12
383,48,30,scroll_page,NULL,1.65254E+12
384,22,14,play_track,74,1.65314E+12
385,6,27,scroll_page,NULL,1.65318E+12
386,36,15,pause_track,NULL,1.65313E+12
387,34,22,play_track,93,1.65247E+12
388,19,34,add_track_to_playlist,93,1.65315E+12
389,47,38,like_track,80,1.65285E+12
390,7,1,like_track,54,1.65314E+12
391,15,28,scroll_page,NULL,1.65377E+12
392,42,11,scroll_page,NULL,1.65291E+12
393,2,17,pause_track,NULL,1.65333E+12
394,24,5,share_artist,NULL,1.6538E+12
395,8,21,pause_track,NULL,1.65406E+12
396,48,19,pause_track,NULL,1.65145E+12
397,46,25,like_track,16,1.65331E+12
398,35,28,play_track,17,1.65403E+12
399,21,20,hover_section,Albums,1.65238E+12
400,33,22,scroll_page,NULL,1.65136E+12
401,9,7,pause_track,NULL,1.65146E+12
402,36,29,scroll_page,NULL,1.65266E+12
403,32,10,pause_track,NULL,1.65289E+12
404,37,39,share_track,62,1.65295E+12
405,11,31,follow_artist,NULL,1.65149E+12
406,20,26,share_track,77,1.65217E+12
407,10,18,scroll_page,NULL,1.65139E+12
408,20,1,pause_track,NULL,1.65233E+12
409,48,33,scroll_page,NULL,1.65287E+12
410,35,35,scroll_page,NULL,1.65362E+12
411,6,16,add_track_to_playlist,56,1.65344E+12
412,38,40,pause_track,NULL,1.65163E+12
413,50,24,add_track_to_playlist,98,1.65355E+12
414,1,39,pause_track,NULL,1.65244E+12
415,36,17,hover_section,Related Artists,1.65137E+12
416,24,22,add_track_to_playlist,72,1.65137E+12
417,29,30,scroll_page,NULL,1.6534E+12
418,10,21,add_track_to_playlist,83,1.65236E+12
419,42,16,scroll_page,NULL,1.65352E+12
420,48,5,scroll_page,NULL,1.65213E+12
421,10,40,play_track,20,1.65141E+12
422,30,7,scroll_page,NULL,1.65178E+12
423,35,40,scroll_page,NULL,1.65408E+12
424,5,14,play_track,77,1.65159E+12
425,46,15,scroll_page,NULL,1.65162E+12
426,16,35,scroll_page,NULL,1.65384E+12
427,35,5,hover_artist_name,NULL,1.65202E+12
428,46,39,follow_artist,NULL,1.6516E+12
429,38,26,scroll_page,NULL,1.65233E+12
430,13,6,add_track_to_playlist,10,1.65324E+12
431,33,21,play_track,32,1.65196E+12
432,33,33,like_track,53,1.65312E+12
433,22,36,play_track,63,1.65392E+12
434,41,40,scroll_page,NULL,1.65369E+12
435,25,8,scroll_page,NULL,1.65266E+12
436,17,15,share_track,38,1.65282E+12
437,50,18,scroll_page,NULL,1.6524E+12
438,30,36,like_track,28,1.65141E+12
439,21,3,hover_artist_name,NULL,1.6529E+12
440,8,24,scroll_page,NULL,1.6531E+12
441,12,17,hover_artist_name,NULL,1.65326E+12
442,29,21,share_track,9,1.65192E+12
443,26,3,like_track,69,1.6527E+12
444,13,32,scroll_page,NULL,1.65197E+12
445,21,4,pause_track,NULL,1.652E+12
446,39,12,pause_track,NULL,1.65222E+12
447,29,17,scroll_page,NULL,1.65203E+12
448,50,3,play_track,59,1.65398E+12
449,11,34,like_track,19,1.65214E+12
450,3,28,follow_artist,NULL,1.65244E+12
451,20,13,scroll_page,NULL,1.65272E+12
452,18,39,pause_track,NULL,1.65377E+12
453,7,7,pause_track,NULL,1.65385E+12
454,47,22,scroll_page,NULL,1.65253E+12
455,29,17,scroll_page,NULL,1.65274E+12
456,50,17,add_track_to_playlist,58,1.65355E+12
457,9,15,scroll_page,NULL,1.65271E+12
458,32,15,hover_artist_name,NULL,1.65411E+12
459,12,24,hover_artist_name,NULL,1.65341E+12
460,41,13,play_track,13,1.65172E+12
461,20,14,play_track,88,1.65287E+12
462,37,15,share_track,64,1.65388E+12
463,3,23,pause_track,NULL,1.65309E+12
464,50,37,hover_section,Popular Tracks,1.65318E+12
465,29,29,like_track,10,1.65201E+12
466,32,5,scroll_page,NULL,1.65401E+12
467,16,16,hover_section,Related Artists,1.65357E+12
468,27,5,scroll_page,NULL,1.6517E+12
469,8,21,play_track,73,1.65326E+12
470,38,32,like_track,17,1.65171E+12
471,15,19,follow_artist,NULL,1.65317E+12
472,13,7,play_track,3,1.65388E+12
473,29,5,share_track,5,1.65377E+12
474,49,8,scroll_page,NULL,1.65147E+12
475,41,8,pause_track,NULL,1.65254E+12
476,8,27,like_track,53,1.65399E+12
477,31,19,share_artist,NULL,1.65145E+12
478,13,1,scroll_page,NULL,1.65164E+12
479,32,25,unfollow_artist,NULL,1.6518E+12
480,9,29,scroll_page,NULL,1.65229E+12
481,27,18,play_track,32,1.65279E+12
482,47,14,scroll_page,NULL,1.65202E+12
483,16,15,hover_section,Related Artists,1.6525E+12
484,15,28,hover_artist_name,NULL,1.65161E+12
485,43,28,play_track,53,1.65267E+12
486,34,18,play_track,65,1.6537E+12
487,32,34,share_track,64,1.65314E+12
488,27,9,add_track_to_playlist,44,1.65239E+12
489,49,1,play_track,80,1.6526E+12
490,45,19,play_track,46,1.65211E+12
491,49,15,play_track,97,1.65409E+12
492,3,18,pause_track,NULL,1.6532E+12
493,22,26,share_track,14,1.65238E+12
494,11,4,hover_artist_name,NULL,1.65192E+12
495,41,30,play_track,75,1.65246E+12
496,19,16,like_track,67,1.65398E+12
497,46,30,scroll_page,NULL,1.65269E+12
498,44,3,scroll_page,NULL,1.65393E+12
499,15,31,scroll_page,NULL,1.6539E+12
500,34,18,share_track,34,1.65244E+12
501,28,21,scroll_page,NULL,1.6526E+12
502,18,29,pause_track,NULL,1.65365E+12
503,32,39,follow_artist,NULL,1.65198E+12
504,39,14,scroll_page,NULL,1.6524E+12
505,24,35,scroll_page,NULL,1.65218E+12
506,50,8,share_artist,NULL,1.65412E+12
507,11,1,scroll_page,NULL,1.65169E+12
508,3,9,scroll_page,NULL,1.6535E+12
509,9,23,like_track,38,1.6534E+12
510,10,28,play_track,76,1.65298E+12
511,46,17,share_track,78,1.65194E+12
512,14,39,scroll_page,NULL,1.65187E+12
513,2,22,like_track,51,1.65194E+12
514,33,12,scroll_page,NULL,1.65378E+12
515,3,7,hover_section,Popular Tracks,1.65264E+12
516,45,1,scroll_page,NULL,1.6537E+12
517,1,18,pause_track,NULL,1.65344E+12
518,45,19,scroll_page,NULL,1.65271E+12
519,46,25,scroll_page,NULL,1.65149E+12
520,31,4,hover_section,Albums,1.65234E+12
521,24,33,hover_section,Related Artists,1.65386E+12
522,21,37,share_artist,NULL,1.65217E+12
523,44,9,add_track_to_playlist,61,1.65352E+12
524,10,1,play_track,20,1.65312E+12
525,40,39,scroll_page,NULL,1.65305E+12
526,10,40,pause_track,NULL,1.65168E+12
527,15,23,share_artist,NULL,1.65307E+12
528,18,22,scroll_page,NULL,1.65276E+12
529,16,40,share_artist,NULL,1.65266E+12
530,44,10,hover_section,Albums,1.65229E+12
531,49,5,scroll_page,NULL,1.65187E+12
532,5,39,play_track,91,1.6535E+12
533,16,2,scroll_page,NULL,1.65297E+12
534,5,3,add_track_to_playlist,31,1.65189E+12
535,31,10,scroll_page,NULL,1.65155E+12
536,15,35,share_track,51,1.65147E+12
537,33,14,like_track,35,1.6526E+12
538,41,35,share_track,21,1.65229E+12
539,8,9,share_artist,NULL,1.65342E+12
540,11,25,scroll_page,NULL,1.6521E+12
541,49,21,add_track_to_playlist,77,1.65346E+12
542,34,8,like_track,64,1.65352E+12
543,26,33,pause_track,NULL,1.65378E+12
544,15,23,pause_track,NULL,1.65276E+12
545,31,9,hover_section,Popular Tracks,1.65356E+12
546,21,2,pause_track,NULL,1.65298E+12
547,41,34,add_track_to_playlist,45,1.65266E+12
548,31,6,pause_track,NULL,1.65236E+12
549,6,31,scroll_page,NULL,1.65179E+12
550,5,38,add_track_to_playlist,36,1.65262E+12
551,17,35,scroll_page,NULL,1.65329E+12
552,22,35,pause_track,NULL,1.65189E+12
553,30,1,unfollow_artist,NULL,1.65202E+12
554,34,28,like_track,25,1.65201E+12
555,17,35,follow_artist,NULL,1.65342E+12
556,2,28,scroll_page,NULL,1.65375E+12
557,34,25,play_track,47,1.65282E+12
558,36,2,add_track_to_playlist,17,1.65183E+12
559,37,25,scroll_page,NULL,1.65296E+12
560,18,35,scroll_page,NULL,1.65318E+12
561,13,8,hover_section,Popular Tracks,1.65265E+12
562,24,15,hover_section,Albums,1.65255E+12
563,19,7,play_track,96,1.65375E+12
564,34,9,scroll_page,NULL,1.65319E+12
565,35,37,play_track,90,1.65335E+12
566,33,37,scroll_page,NULL,1.65217E+12
567,31,5,scroll_page,NULL,1.65172E+12
568,30,27,hover_section,Related Artists,1.65343E+12
569,22,8,play_track,90,1.65241E+12
570,8,35,scroll_page,NULL,1.65382E+12
571,24,12,hover_artist_name,NULL,1.65216E+12
572,42,40,scroll_page,NULL,1.65406E+12
573,20,31,scroll_page,NULL,1.65356E+12
574,29,40,scroll_page,NULL,1.65374E+12
575,14,35,play_track,5,1.65389E+12
576,15,15,add_track_to_playlist,61,1.65187E+12
577,12,33,share_track,76,1.65215E+12
578,21,17,share_track,65,1.65179E+12
579,14,1,follow_artist,NULL,1.65288E+12
580,3,26,play_track,18,1.65329E+12
581,16,12,play_track,98,1.65407E+12
582,14,1,play_track,22,1.65232E+12
583,47,14,share_track,14,1.65322E+12
584,33,12,scroll_page,NULL,1.65401E+12
585,12,23,play_track,16,1.65348E+12
586,42,20,add_track_to_playlist,89,1.65184E+12
587,25,26,hover_artist_name,NULL,1.65237E+12
588,48,20,like_track,52,1.6533E+12
589,29,11,share_track,49,1.65336E+12
590,16,24,scroll_page,NULL,1.65198E+12
591,48,17,share_track,48,1.65336E+12
592,13,25,scroll_page,NULL,1.65267E+12
593,23,32,scroll_page,NULL,1.65174E+12
594,10,10,share_track,60,1.65324E+12
595,19,5,play_track,4,1.65154E+12
596,12,8,like_track,83,1.65374E+12
597,43,22,pause_track,NULL,1.65378E+12
598,5,31,play_track,34,1.65182E+12
599,40,4,hover_artist_name,NULL,1.65201E+12
600,41,38,add_track_to_playlist,93,1.65409E+12
601,24,40,scroll_page,NULL,1.65412E+12
602,22,8,like_track,7,1.65143E+12
603,2,30,pause_track,NULL,1.65396E+12
604,29,19,play_track,47,1.653E+12
605,15,36,pause_track,NULL,1.65194E+12
606,11,3,like_track,68,1.65344E+12
607,48,17,hover_section,Popular Tracks,1.65259E+12
608,25,8,add_track_to_playlist,13,1.65381E+12
609,2,40,add_track_to_playlist,1,1.65306E+12
610,20,4,play_track,91,1.65153E+12
611,14,29,hover_section,Related Artists,1.65162E+12
612,9,9,play_track,54,1.65211E+12
613,9,36,pause_track,NULL,1.65148E+12
614,24,35,scroll_page,NULL,1.65379E+12
615,24,25,follow_artist,NULL,1.65188E+12
